Isolate ID , Isolate name ,Location, Collection date , Segment  , Segment number , Type , Lineage , Passage details/history , Submitter , Sample ID by sample provider , Sample ID by submitting lab , Last modified , Originating lab , Submitting lab , Identifier , DNA Accession no. , DNA INSDC
EPI_ISL_274696,A/HongKong/3079/2017,HongKong,6/28/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3079-2017csh3U,1043863,
EPI_ISL_274716,A/HongKong/3101/2017,HongKong,6/28/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3101-2017csh3U,1043903,
EPI_ISL_278068,A/HongKong/3043/2017,HongKong,6/28/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3043-2017h3U,1060838,
EPI_ISL_273242,A/HongKong/3056/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3056-2017csh3U,1036331,
EPI_ISL_273243,A/HongKong/3059/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3059-2017csh3U,1036333,
EPI_ISL_273244,A/HongKong/3060/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3060-2017csh3U,1036335,
EPI_ISL_273245,A/HongKong/3061/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3061-2017csh3U,1036337,
EPI_ISL_273246,A/HongKong/3062/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3062-2017csh3U,1036339,
EPI_ISL_273247,A/HongKong/3064/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3064-2017csh3U,1036341,
EPI_ISL_273248,A/HongKong/3065/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3065-2017csh3U,1036343,
EPI_ISL_273249,A/HongKong/3066/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3066-2017csh3U,1036345,
EPI_ISL_273250,A/HongKong/3068/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3068-2017csh3U,1036347,
EPI_ISL_274688,A/HongKong/3070/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3070-2017csh3U,1043847,
EPI_ISL_274689,A/HongKong/3071/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3071-2017csh3U,1043849,
EPI_ISL_274690,A/HongKong/3072/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3072-2017csh3U,1043851,
EPI_ISL_274691,A/HongKong/3073/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3073-2017csh3U,1043853,
EPI_ISL_274692,A/HongKong/3074/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3074-2017csh3U,1043855,
EPI_ISL_274693,A/HongKong/3075/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3075-2017csh3U,1043857,
EPI_ISL_274694,A/HongKong/3076/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3076-2017csh3U,1043859,
EPI_ISL_274695,A/HongKong/3077/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3077-2017csh3U,1043861,
EPI_ISL_274697,A/HongKong/3080/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3080-2017csh3U,1043865,
EPI_ISL_274699,A/HongKong/3082/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3082-2017csh3U,1043869,
EPI_ISL_274717,A/HongKong/3102/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3102-2017csh3U,1043905,
EPI_ISL_274718,A/HongKong/3104/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3104-2017csh3U,1043907,
EPI_ISL_274719,A/HongKong/3105/2017,HongKong,6/29/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3105-2017csh3U,1043909,
EPI_ISL_273235,A/HongKong/3045/2017,HongKong,6/30/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3045-2017csh3U,1036317,
EPI_ISL_273236,A/HongKong/3046/2017,HongKong,6/30/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3046-2017csh3U,1036319,
EPI_ISL_274698,A/HongKong/3081/2017,HongKong,6/30/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3081-2017csh3U,1043867,
EPI_ISL_274700,A/HongKong/3083/2017,HongKong,6/30/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3083-2017csh3U,1043871,
EPI_ISL_274701,A/HongKong/3084/2017,HongKong,6/30/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3084-2017csh3U,1043873,
EPI_ISL_274707,A/HongKong/3091/2017,HongKong,6/30/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3091-2017csh3U,1043885,
EPI_ISL_274729,A/HongKong/3116/2017,HongKong,6/30/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3116-2017csh3U,1043929,
EPI_ISL_274731,A/HongKong/3118/2017,HongKong,6/30/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3118-2017csh3U,1043933,
EPI_ISL_278071,A/HongKong/3046/2017,HongKong,6/30/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3046-2017h3U,1060844,
EPI_ISL_278079,A/HongKong/3116/2017,HongKong,6/30/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3116-2017h3U,1060860,
EPI_ISL_274703,A/HongKong/3086/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3086-2017csh3L,1043877,
EPI_ISL_274705,A/HongKong/3089/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3089-2017csh3L,1043881,
EPI_ISL_274708,A/HongKong/3092/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3092-2017csh3L,1043887,
EPI_ISL_274709,A/HongKong/3093/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3093-2017csh3L,1043889,
EPI_ISL_274710,A/HongKong/3094/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3094-2017csh3L,1043891,
EPI_ISL_274711,A/HongKong/3095/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3095-2017csh3L,1043893,
EPI_ISL_274712,A/HongKong/3096/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3096-2017csh3L,1043895,
EPI_ISL_274713,A/HongKong/3097/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3097-2017csh3L,1043897,
EPI_ISL_274714,A/HongKong/3098/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3098-2017csh3L,1043899,
EPI_ISL_274715,A/HongKong/3099/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3099-2017csh3L,1043901,
EPI_ISL_274721,A/HongKong/3107/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3107-2017csh3L,1043913,
EPI_ISL_274724,A/HongKong/3111/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3111-2017csh3L,1043919,
EPI_ISL_274727,A/HongKong/3114/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3114-2017csh3L,1043925,
EPI_ISL_274728,A/HongKong/3115/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/12/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3115-2017csh3L,1043927,
EPI_ISL_274730,A/HongKong/3117/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3117-2017csh3L,1043931,
EPI_ISL_274732,A/HongKong/3119/2017,HongKong,7/1/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3119-2017csh3L,1043935,
EPI_ISL_278074,A/HongKong/3089/2017,HongKong,7/1/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3089-2017h3L,1060850,
EPI_ISL_278077,A/HongKong/3114/2017,HongKong,7/1/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3114-2017h3L,1060856,
EPI_ISL_278078,A/HongKong/3115/2017,HongKong,7/1/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/12/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3115-2017h3L,1060858,
EPI_ISL_278080,A/HongKong/3117/2017,HongKong,7/1/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3117-2017h3L,1060862,
EPI_ISL_274702,A/HongKong/3085/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3085-2017csh3L,1043875,
EPI_ISL_274704,A/HongKong/3088/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3088-2017csh3L,1043879,
EPI_ISL_274720,A/HongKong/3106/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3106-2017csh3L,1043911,
EPI_ISL_274722,A/HongKong/3108/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3108-2017csh3L,1043915,
EPI_ISL_274725,A/HongKong/3112/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3112-2017csh3L,1043921,
EPI_ISL_274734,A/HongKong/3122/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3122-2017csh3L,1043939,
EPI_ISL_274737,A/HongKong/3125/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3125-2017csh3L,1043945,
EPI_ISL_274739,A/HongKong/3127/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3127-2017csh3L,1043949,
EPI_ISL_274742,A/HongKong/3130/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3130-2017csh3L,1043955,
EPI_ISL_274743,A/HongKong/3131/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3131-2017csh3L,1043957,
EPI_ISL_274746,A/HongKong/3135/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3135-2017csh3L,1043963,
EPI_ISL_274747,A/HongKong/3136/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3136-2017csh3L,1043965,
EPI_ISL_274753,A/HongKong/3156/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3156-2017csh3L,1043977,
EPI_ISL_274754,A/HongKong/3157/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3157-2017csh3L,1043979,
EPI_ISL_274755,A/HongKong/3158/2017,HongKong,7/2/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3158-2017csh3L,1043981,
EPI_ISL_278072,A/HongKong/3087/2017,HongKong,7/2/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3087-2017h3L,1060846,
EPI_ISL_278073,A/HongKong/3088/2017,HongKong,7/2/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3088-2017h3L,1060848,
EPI_ISL_274706,A/HongKong/3090/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3090-2017csh3L,1043883,
EPI_ISL_274723,A/HongKong/3110/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3110-2017csh3L,1043917,
EPI_ISL_274726,A/HongKong/3113/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3113-2017csh3L,1043923,
EPI_ISL_274733,A/HongKong/3121/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3121-2017csh3L,1043937,
EPI_ISL_274735,A/HongKong/3123/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3123-2017csh3L,1043941,
EPI_ISL_274736,A/HongKong/3124/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3124-2017csh3L,1043943,
EPI_ISL_274738,A/HongKong/3126/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3126-2017csh3L,1043947,
EPI_ISL_274741,A/HongKong/3129/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3129-2017csh3L,1043953,
EPI_ISL_274744,A/HongKong/3132/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3132-2017csh3L,1043959,
EPI_ISL_274745,A/HongKong/3134/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3134-2017csh3L,1043961,
EPI_ISL_274748,A/HongKong/3137/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3137-2017csh3L,1043967,
EPI_ISL_274749,A/HongKong/3138/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3138-2017csh3L,1043969,
EPI_ISL_274750,A/HongKong/3139/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3139-2017csh3L,1043971,
EPI_ISL_274751,A/HongKong/3140/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3140-2017csh3L,1043973,
EPI_ISL_274756,A/HongKong/3159/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3159-2017csh3L,1043983,
EPI_ISL_274758,A/HongKong/3161/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3161-2017csh3L,1043987,
EPI_ISL_274760,A/HongKong/3163/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3163-2017csh3L,1043991,
EPI_ISL_278075,A/HongKong/3090/2017,HongKong,7/3/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3090-2017h3L,1060852,
EPI_ISL_278076,A/HongKong/3113/2017,HongKong,7/3/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3113-2017h3L,1060854,
EPI_ISL_280281,A/HongKong/3161/2017,HongKong,7/3/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_k-3161-2017CxS1h3L,1073830,
EPI_ISL_280283,A/HongKong/3163/2017,HongKong,7/3/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_k-3163-2017CxS1h3L,1073834,
EPI_ISL_293106,A/HongKong/4206/2017,HongKong,7/3/17,HA,4,A/H3N2,,cs,GregoryVicki,,,1/25/18,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-4206-2017csh3L,1148845,
EPI_ISL_274740,A/HongKong/3128/2017,HongKong,7/4/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3128-2017csh3L,1043951,
EPI_ISL_274752,A/HongKong/3141/2017,HongKong,7/4/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3141-2017csh3L,1043975,
EPI_ISL_274757,A/HongKong/3160/2017,HongKong,7/4/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3160-2017csh3L,1043985,
EPI_ISL_274759,A/HongKong/3162/2017,HongKong,7/4/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3162-2017csh3L,1043989,
EPI_ISL_280280,A/HongKong/3160/2017,HongKong,7/4/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_k-3160-2017CxS1h3L,1073828,
EPI_ISL_280282,A/HongKong/3162/2017,HongKong,7/4/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_k-3162-2017CxS1h3L,1073832,
EPI_ISL_278081,A/HongKong/3345/2017,HongKong,7/8/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3345-2017csh3L,1060864,
EPI_ISL_280284,A/HongKong/3345/2017,HongKong,7/8/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,9/21/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3345-2017h3L,1073836,
EPI_ISL_304644,A/HongKong/3391/2017,HongKong,7/10/17,HA,4,A/H3N2,,,Importfrompublic-domain,,,3/16/18,,Importfrompublic-domain,A/HongKong/3391/2017,1203269,MG693001
EPI_ISL_275832,A/HongKong/3512/2017,HongKong,7/11/17,HA,4,A/H3N2,,Original,GartenKondorRebecca,VC17008064ORIGINAL,3000484497,8/28/17,GovernmentVirusUnit,CentersforDiseaseControlandPrevention,3000484497_N8K8HP8S_v1_4,1048567,
EPI_ISL_278082,A/HongKong/3730/2017,HongKong,7/11/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3730-2017csh3L,1060866,
EPI_ISL_280285,A/HongKong/3730/2017,HongKong,7/11/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,9/21/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3730-2017h3L,1073838,
EPI_ISL_281688,A/HongKong/3512/2017,HongKong,7/11/17,HA,4,A/H3N2,,S2,GartenKondorRebecca,VC17008064ORIGINAL,3000484497,10/3/17,GovernmentVirusUnit,CentersforDiseaseControlandPrevention,3000484497_000J3C3Y_v1_4,1079128,
EPI_ISL_293090,A/HongKong/4099/2017,HongKong,7/12/17,HA,4,A/H3N2,,cs,GregoryVicki,,,1/25/18,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-4099-2017csH3L,1148813,
EPI_ISL_278084,A/HongKong/3815/2017,HongKong,7/13/17,HA,4,A/H3N2,,cs,ErmetalBurcu,,,10/16/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3815-2017csh3L,1060870,
EPI_ISL_280287,A/HongKong/3815/2017,HongKong,7/13/17,HA,4,A/H3N2,,Cx/SIAT1,ErmetalBurcu,,,9/21/17,GovernmentVirusUnit,CrickWorldwideInfluenzaCentre,MS-a-hong_kong-3815-2017h3L,1073842,
